ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000355,2022-01-17T06:35:50,CUST_00718,individual,in_app,login_auth,performance,medium,resolved,standard,The login auth page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,25.31,0,very_negative,1,0,android,MEA
TCKT_000356,2024-03-05T00:13:35,CUST_08386,education,in_app,login_auth,billing_problem,low,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,42.67,0,very_positive,0,1,web,APAC
TCKT_000357,2022-01-24T07:26:57,CUST_06477,education,in_app,analytics_dashboard,security_concern,high,resolved,platinum,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",13.86,0,negative,0,0,android,LATAM
TCKT_000358,2022-11-05T21:12:26,CUST_05627,enterprise,chat,mobile_app,billing_problem,low,open,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,web,NA
TCKT_000359,2022-09-22T03:13:31,CUST_00671,education,in_app,notifications,bug,high,resolved,standard,The page keeps crashing whenever I try to open the notifications section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,2.53,0,positive,4,0,android,NA
TCKT_000360,2024-11-21T00:31:27,CUST_03793,individual,in_app,billing,other,low,in_progress,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,web,EU
TCKT_000361,2022-04-09T08:25:52,CUST_00991,individual,web_form,analytics_dashboard,billing_problem,medium,resolved,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,29.47,0,neutral,0,0,android,NA
TCKT_000362,2024-11-07T01:36:53,CUST_02576,small_business,in_app,mobile_app,billing_problem,low,on_hold,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,2,0,api_client,APAC
TCKT_000363,2025-08-19T03:26:07,CUST_03802,non_profit,in_app,notifications,performance,medium,on_hold,gold,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,ios,EU
TCKT_000364,2023-08-08T16:16:02,CUST_02726,non_profit,chat,analytics_dashboard,account_access,medium,in_progress,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,web,MEA
TCKT_000365,2023-12-29T12:16:21,CUST_03047,non_profit,chat,data_export,security_concern,high,resolved,standard,There seems to be a vulnerability in the data export functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",23.62,0,neutral,4,0,desktop_app,NA
TCKT_000366,2025-08-09T19:57:24,CUST_06719,enterprise,web_form,notifications,performance,low,resolved,gold,Queries in the notifications module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,60.76,0,neutral,4,0,desktop_app,LATAM
TCKT_000367,2023-10-15T02:36:42,CUST_08093,small_business,phone_transcript,analytics_dashboard,feature_request,medium,resolved,standard,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,36.91,0,positive,5,0,desktop_app,EU
TCKT_000368,2023-12-04T20:46:34,CUST_00957,small_business,phone_transcript,notifications,feature_request,medium,resolved,gold,Can you add an option to customize notifications?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,47.9,0,neutral,0,1,web,MEA
TCKT_000369,2025-01-19T19:07:31,CUST_02965,education,web_form,api_integration,feature_request,high,resolved,standard,Can you add an option to customize api integration?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,16.05,0,neutral,0,0,android,APAC
TCKT_000370,2023-09-04T13:36:31,CUST_06048,small_business,phone_transcript,data_export,how_to,low,resolved,standard,I need help setting up data export for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,68.06,0,neutral,3,0,ios,NA
TCKT_000371,2022-12-01T13:24:14,CUST_08211,non_profit,chat,billing,account_access,medium,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,14.07,0,negative,3,0,api_client,MEA
TCKT_000372,2023-02-06T07:03:26,CUST_01339,individual,email,login_auth,billing_problem,medium,resolved,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,41.89,0,negative,3,0,android,APAC
TCKT_000373,2024-07-10T10:40:17,CUST_03227,enterprise,email,login_auth,billing_problem,medium,on_hold,platinum,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,0,web,LATAM
TCKT_000374,2022-12-29T22:01:25,CUST_02506,small_business,in_app,data_export,billing_problem,medium,resolved,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,22.21,0,very_negative,0,0,android,MEA
TCKT_000375,2023-07-13T23:05:17,CUST_04750,enterprise,phone_transcript,analytics_dashboard,other,low,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,18.97,0,neutral,4,0,ios,APAC
TCKT_000376,2024-09-08T13:27:19,CUST_08282,enterprise,phone_transcript,api_integration,other,medium,in_progress,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,1,web,LATAM
TCKT_000377,2022-01-17T13:01:30,CUST_07176,enterprise,chat,mobile_app,performance,low,in_progress,platinum,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,web,MEA
TCKT_000378,2022-03-20T07:52:47,CUST_07213,small_business,chat,billing,account_access,urgent,resolved,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. This has been escalated to our on-call team for immediate attention.,Reset account credentials and confirmed successful login.,6.42,0,positive,0,1,api_client,MEA
TCKT_000379,2022-07-04T12:21:36,CUST_03295,education,phone_transcript,login_auth,billing_problem,urgent,resolved,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. This has been escalated to our on-call team for immediate attention.,Adjusted the invoice and issued a refund where applicable.,0.59,0,negative,0,0,android,LATAM
TCKT_000380,2023-03-14T07:43:59,CUST_06954,non_profit,chat,analytics_dashboard,performance,high,open,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,0,0,desktop_app,LATAM
TCKT_000381,2024-07-11T17:31:17,CUST_02776,education,chat,data_export,performance,low,in_progress,standard,The data export page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,0,android,MEA
TCKT_000382,2025-11-11T04:55:19,CUST_01943,education,chat,api_integration,bug,high,on_hold,standard,The api integration feature is not saving my changes.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,,,0,negative,0,0,web,NA
